Date,Day,Week,Month,Sky,High Temperature (F),Low Temperature (F),Wake Up City,Wake Up State,Wake Up Country,Sleep City,Sleep State,Sleep Country,Cities Visited,States Visited,Countries Visited,Wake Up Time,Bedtime,Hours slept,Naps taken,Morning Phone Battery (%),Morning Mood,Night Mood,Sick?,Shirt Type,Shirt Color Primary,Shirt Color Secondary,Shirt Company,Shirt Design,Shirt Color Short,Pants Type,Pants Color Primary,Pants Color Secondary,Pants Brand,Pants Design,Pants Color Short,Shoe Type,Shoe Color Primary,Shoe Color Secondary,Shoe Brand,Shoe Design,Shoe Color Short,Underwear Color Primary,Underwear Color Secondary,Underwear Type,Underwear Color Short,Sock Color Primary,Sock Color Secondary,Sock Company,Sock Design,Sock Color Short,Contacts/Glasses?,Glasses Color,Hat?,Hat Color Primary,Hat Color Secondary,Hat Type,Hat Company,Hat Design,Hat Color Short,Undershirt?,Undershirt Color,Undershirt Color Secondary,Undershirt Company,Undershirt Design,Undershirt Color Short,Jacket?,Jacket Color,Jacket Color Secondary,Jacket Type,Jacket Company,Jacket Design,Jacket Color Short,Clothes Layers,Breakfast,Lunch,Dinner,Dessert,Snacks Eaten,Cooked Breakfast?,Cooked Lunch?,Lunch Leftovers?,Cooked Dinner?,Dinner Leftovers?,Cooked Dessert?,Restaurant Breakfast,Restaurant Lunch,Restaurant Dinner,Restaurant Dessert,Breakfast Rating,Lunch Rating,Dinner Rating,Dessert Rating,Fruit Eaten,Vegetables Eaten,Meat Eaten,Breakfast Notes,Lunch Notes,Dinner Notes,Dessert Notes,Streaming Service Breakfast,Streaming Service Lunch,Streaming Service Dinner,Show Watched During Breakfast,Show Watched During Lunch,Show Watched During Dinner,Times watched TV,Went to grocery store?,Went Outside?,Outside Feel,Gym?,Cardio?,Cardio Duration (minutes),Lifting?,Lifting Duration (minutes),Sports Played,Public Transportation Used,In Car?,Drove?,Uber/Lyft?,People seen in person,People seen virtually,People I called,People called me,Things I worked on,Coding Languages Used,Brushed Teeth?,Flossed?,Times pooped,Times peed,Zoom?,Video games played,Alcohol?,# of Drinks,Drink Type
2024-09-22,Sunday,39,September,Partly Cloudy,79,63,Philadelphia,Pennsylvania,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan, Philadelphia","New Jersey, New York, Pennsylvania",USA,07:30,00:00,4.5,1,43,Good,Good,FALSE,Button-Up Shirt,Kelly Green,White,Forever 21,,Green,Joggers,Forest Green,,American Eagle,,Green,Sneakers,Green,Black,Nike,Kobe,Green,Green,Blue,Boxers,Green,White,Green,Nintendo,Yoshi,White,Glasses,Green,TRUE,Green,White,Cap,Atlanta,,Green,FALSE,,,,,,TRUE,Green,,Rain Jacket,Columbia,,Green,2,,Suraya,Short Rib Loaded Fries,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Suraya,Terrace by Alessio's,,,10,9,,"Tomato, Fig, Cucumber","Onion, Eggplant, Lettuce","Egg, Lamb, Pork",,"The sister restaurant to Kalaya and this place went crazy. The pastries were divine I got the walnut donut and the almond croissant which were great choices. For the meal, I got to try the hommous, baba ganous, taboule, labneh, and muhammara with pita. The baba ganoush and the hummous were easily the best. For the main course, I got the shakshuka which was incredible. I def want to try and remake it.",The loaded fries at the terrace are really really good. Definitely one of the best restaurants in north hoboken,,,,Hulu,,,Jojo's Bizarre Adventure: Stardust Crusaders,1,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,"Septa, Bus",FALSE,FALSE,FALSE,"Jiwei, Michael, Bambi, Joe",,,,,,TRUE,TRUE,2,4,FALSE,Big Brain Academy: Brain vs. Brain,FALSE,0,
2024-09-23,Monday,39,September,Cloudy,66,59,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,02:00,8,1,9,Good,Good,FALSE,,,,,,,Joggers,Forest Green,,American Eagle,,Green,Sandals,Green,Orange,Adidas,,Green,Red,Blue,Boxers,Red,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,Brown,Hoodie,Costco,,Green,1,,Cereal w/ Banana,Salmon Sushi,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Shoprite Sushi,,,6,6,,Banana,,Salmon,,The struggle begins. I have a bunch of things to do this week so I don't have a ton of time to cook,This sushi was very ok. ,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Stardust Crusaders,Jojo's Bizarre Adventure: Stardust Crusaders,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,3,5,TRUE,,FALSE,0,
2024-09-24,Tuesday,39,September,Cloudy,69,61,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,03:00,5,1,20,Good,Good,FALSE,T-Shirt,Cornflour Blue,Magenta,Old Navy,,Blue,Joggers,Forest Green,,American Eagle,,Green,Sandals,Green,Orange,Adidas,,Green,Blue,White,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Cereal w/ Banana,Jalepeño Bread,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,6,8,,"Banana, Jalepeño",,,,Struggle continues,I love the TJ Jalepeño bread. It's my one weakness,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Stardust Crusaders,Jojo's Bizarre Adventure: Stardust Crusaders,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-09-25,Wednesday,39,September,Cloudy,67,63,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,00:00,7,1,100,Good,Good,FALSE,Long Sleeve,Kelly Green,Yellow,Monstercat,,Green,Sweatpants,Black,White,BRedLine,Toast,Black,Slippers,Olive Green,Brown,LL Bean,,Green,Green,White,Boxers,Green,Olive Green,,Stance,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Cereal w/ Banana,Sausage Pizza,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Food Truck Pizza,,,6,8,,Banana,,Sausage,,Struggle continues,One of the better pizzas in hoboken but it's also a food truck so is it really Hoboken pizza?,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Stardust Crusaders,Jojo's Bizarre Adventure: Stardust Crusaders,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-09-26,Thursday,39,September,Rain,79,65,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,7,1,45,Good,Good,FALSE,T-Shirt,Kelly Green,White,GameStop,Demon Slayer,Green,Pajama Pants,Dark Green,Green,Care Bears,,Green,Slippers,Olive Green,Brown,LL Bean,,Green,Blue,,Boxers,Blue,Black,,Underarmour,,Black,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Cereal w/ Banana,Spicy Shrimp Sushi,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Shoprite Sushi,,,6,7,,Banana,,Shrimp,,Struggle continues,Better sushi than monday's,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Stardust Crusaders,Jojo's Bizarre Adventure: Stardust Crusaders,2,FALSE,TRUE,Good,TRUE,TRUE,15,TRUE,30,Frisbee,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,1,2,TRUE,,FALSE,0,
2024-09-27,Friday,39,September,Cloudy,73,65,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,8,1,20,Good,Good,FALSE,Button-Up Shirt,Green,Yellow,Star Wars,Boba Fett,Green,Japanese Leisure Pants,Forest Green,,,,Green,Slippers,Olive Green,Brown,LL Bean,,Green,Blue,White,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Turkey Sandwich,Tilapia w/ Carrots and Peas,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,8,7,,Banana,"Carrot, Peas","Tilapia, Turkey",,Made it out of the struggle and got my favorite TJ sandwich. The thanksgiving sandwich is very good. Not one of the best things I've ever had but I do enjoy getting it,First cooked meal in a while so I gotta shake off the rust,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Stardust Crusaders,Jojo's Bizarre Adventure: Stardust Crusaders,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-09-28,Saturday,39,September,Rain,68,62,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:30,10:00,6.5,0,40,Good,Good,FALSE,Polo,Aquamarine,,Massimo Dutti,,Green,Shorts,Light Green,White,Izod,,Green,Golf Shoes,White,Green,Malbon,,White,Green,Blue,Boxers,Green,Black,Aquamarine,Louvre,Mona Lisa,Black,Glasses,Green,TRUE,Dark Blue,Green,Cap,Hoboken Golf,,Green,FALSE,,,,,,TRUE,Black,White,Rain Jacket,Harvard,,Black,2,,Sausage Egg Quesadilla,Spicy Chicken Sandwich w/ Garlic Knots,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Wawa,Wawa,,,9,8,,"Banana, Tomato, Pickle",,"Sausage, Egg, Chicken",,Great pre golf breakfast,Great post golf meal,,,,Hulu,,,My Hero Academia,1,FALSE,TRUE,Wet,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,FALSE,"Jiwei, Jed, Deezy, Kevin",,,,,,TRUE,TRUE,2,4,FALSE,,TRUE,3,2 High Noon Iced Teas and 1 Surfside
2024-09-29,Sunday,40,September,Rain,68,61,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,10,1,56,Good,Good,FALSE,T-Shirt,Kelly Green,Blue,Hoboken,,Green,Pajama Pants,Cadmium Green,,,,Green,Slippers,Olive Green,Brown,LL Bean,,Green,Green,White,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Forest Green,Brown,Hoodie,Costco,,Green,2,,Cheesy Turkey Burgers and Peppers,Tilapia w/ Carrots and Peas,,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,8,7,,"Banana, Peppers","Carrot, Peas","Tilapia, Turkey",,Great meal to get back on track,Leftovers of the tilapia,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Stardust Crusaders,Jojo's Bizarre Adventure: Stardust Crusaders,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,"Jiwei, Jed, Deezy, Kevin",,,,AI Book,,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-09-30,Monday,40,September,Partly Cloudy,74,60,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,11:00,8,0,62,Good,Good,FALSE,T-Shirt,Kelly Green,Blue,Hoboken,,Green,Pajama Pants,Cadmium Green,,,,Green,Slippers,Olive Green,Brown,LL Bean,,Green,Green,White,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Forest Green,Brown,Hoodie,Costco,,Green,2,,Pumpkin Chips with Cheesy Turkey Burgers and Peppers,Ethopian Fish Taco,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,9,,"Banana, Mango, Peppers",,"Tilapia, Turkey",,Went really well with the pumpkin chips,"Restaurant quality food, the ethopian seasoning went well with the taco ingredients",,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,3,3,TRUE,,FALSE,0,
2024-10-01,Tuesday,40,October,Cloudy,71,60,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,8,1,68,Good,Good,FALSE,T-Shirt,Blue,,Miami Super Bowl,,Blue,Sweatpants,Green,Gray,Nike,,Green,Sandals,Green,Orange,Adidas,,Green,Verdigis,Black,Boxers,Green,Light Blue,,NBA,,Blue,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Ethopian Fish Taco,Loaded Potato Ball Salad,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,8,,Peppers,"Lettuce, Carrot, Ginger","Tilapia, Bacon",,Just as good as leftovers,Loaded potato balls were pretty good and were a nice addition to salad,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,FALSE,TRUE,Good,TRUE,TRUE,15,TRUE,30,Frisbee,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,1,2,TRUE,,FALSE,0,
2024-10-02,Wednesday,40,October,Cloudy,68,61,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,8,0,42,Good,Good,FALSE,T-Shirt,Green,White,Vidyard,,Green,Joggers,Olive Green,,American Eagle,,Green,Sneakers,Turquoise,,Allbirds,,Blue,Green,Red,Boxers,Green,Lime Green,Black,Nike,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Mint Green,,Hoodie,Old Navy,,Green,2,,Loaded Potato Ball Salad,TJ Pizza Bites,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,7,7,,"Banana, Orange","Lettuce, Carrot, Ginger",Bacon,,Again was a nice addition to the salad,The pizza bites while good were not as good as other TJ items. I might want to combine these with a different item,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,Climbing,Bus,FALSE,FALSE,FALSE,"Jiwei, Keith, Wilson, Dan",,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,3,3,TRUE,,FALSE,0,
2024-10-03,Thursday,40,October,Partly Cloudy,72,58,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan",New Jersey,USA,07:30,00:00,7.5,1,100,Good,Good,FALSE,T-Shirt,Forest Green,Electric Lime,American Eagle,,Green,Sweatpants,Navy Blue,,Nike,,Blue,Slip-on Shoes,Matcha Green,,Moln,,Green,Green,Blue,Boxers,Green,Black,Electric Lime,Underarmour,,Black,Glasses,Green,TRUE,Green,Yellow,Cap,Portugal,,Green,TRUE,Black,,UnderArmour,,Black,FALSE,,,,,,,1,,Cereal w/ Banana,Pumpkin Samosas,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,6,7,,"Banana, Pumpkin",,,,Struggle meal,TJ pumpkin items are so good,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-10-04,Friday,40,October,Windy,74,61,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan",New Jersey,USA,06:30,01:00,6.5,2,12,Good,Good,FALSE,T-Shirt,Dark Green,Yellow,Target,Olympia,Green,Joggers,Black,,American Eagle,Fuzzy,Black,Sneakers,Black,Green,Adidas,Lego,Black,Black,Blue,Boxers,Black,Black,Electric Lime,Nike,,Black,Glasses,Green,TRUE,Green,,Trucker Hat,Omega Mart,,Green,FALSE,,,,,,TRUE,Pistachio,,Hoodie,,Looney Toones,Green,2,,Ham Egg and Cheese Bagel,Crispy Pork Belly and Duck over Rice w/ Shrimp Dumplings,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bagels on the Hudson,Dim Sum Sam,,,8,9,,,"Leek, Radish, Carrot","Duck, Pork, Ham, Egg",,Post Frisbee Brunch hit,"DSS was pretty good this time around, the pork belly was really good but I've had better versions of it. Shrimp dumplings were immaculate as always",,,Hulu,,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,,1,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,Bike,FALSE,FALSE,FALSE,"Jiwei, Deezy, Weezy, Jed",,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study",python,TRUE,TRUE,2,5,TRUE,,TRUE,2,"The Warrior, Kyiv Mule"
2024-10-05,Saturday,40,October,Partly Cloudy,75,55,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,7,0,39,Good,Good,FALSE,Long Sleeve,Olive Green,,American Eagle,,Green,Shorts,Electric Lime,Jungle Green,Nike,,Green,Sandals,Green,Orange,Adidas,,Green,Green,Blue,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Forest Green,Brown,Hoodie,Costco,,Green,2,,Pumpkin Bread and Yogurt,Scotch Egg,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,6,8,,Pumpkin,Spinach,"Turkey, Egg",,The pumpkin bread was good but the meal was not as good as other ones I've had,Scotch eggs really need to be done with either a red meat or a meat with a lot of fat because the ground turkey was insanely dry. Or maybe it has to be fried but anything to take away from the dryness. Now the sauce and the cheese I put with it made it extremely good so the potential is definitely there I just need to find a way to make it much less dry,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,Bus,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI Book",python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-10-06,Sunday,41,October,Sunny,72,52,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan",New Jersey,USA,08:00,00:00,8,0,100,Good,Good,FALSE,Athletic Shirt,Lime Green,White,MUD,,Green,Sweatpants,Black,White,BRedline,Toast,Black,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,Blue,Boxers,Red,Electric Lime,Black,Stance,,Green,Glasses,Green,TRUE,Jade,,Cap,MUD,,Green,FALSE,,,,,,TRUE,Green,,Athletic Hoodie,,,Green,2,,Scotch Egg,Turkey Meatball Stir Fry,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,8,,,"Lettuce, Ginger",Turkey,,Same notes as before and the sauce and cheese are still carrying this dish,Leftover turkey with broccoli and peas was pretty good,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,"Bus, Subway",FALSE,FALSE,FALSE,"Jiwei, Weezy, Jordan",,,,"PRA, AI Book",python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-10-07,Monday,41,October,Sunny,70,53,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan",New Jersey,USA,08:00,00:00,8,0,10,Good,Good,FALSE,T-Shirt,Kelly Green,Blue,Hoboken,,Green,Sweatpants,Green,Gray,Nike,,Green,Sandals,Green,Orange,Adidas,,Green,Green,Red,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Scotch Egg,TJ Pizza Bites,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,7,,Orange,"Spinach, Ginger","Turkey, Egg",,Same notes as before and the sauce and cheese are still carrying this dish,I didnt combine the pizza bites and just ate the rest of the box lol,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI Book",python,TRUE,TRUE,3,4,TRUE,,FALSE,0,
2024-10-08,Tuesday,41,October,Sunny,68,52,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan",New Jersey,USA,09:00,02:00,9,0,27,Good,Good,FALSE,Button-Up Shirt,Navy Blue,White,Urban Outfitters,Tigers,Blue,Shorts,Light Green,,all in motion,,Green,Sandals,Green,Orange,Adidas,,Green,Green,Blue,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Scotch Egg,Buffalo Chicken and Cheese Pizza,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Rosario's,,,8,8,,,Ginger,"Turkey, Egg, Chicken",,Same notes as before and the sauce and cheese are still carrying this dish,Solid Rosario's experience,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI Book",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-10-09,Wednesday,41,October,Partly Cloudy,68,51,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,01:00,6,1,7,Good,Good,FALSE,Button-Up Shirt,Dark Green,White,H&M,Tropical Plants,Green,Pajama Pants,Cadmium Green,,,,Green,Slippers,Olive Green,Brown,LL Bean,,Green,Dark Blue,Magenta,Boxers,Blue,Olive Green,,,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,Brown,Hoodie,Costco,,Green,2,,Turkey Meatball Stir Fry,Hatch Chile Mac and Cheese,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,8,,,"Carrot, Peas, Broccoli, Ginger",Turkey,,Really good stir fry,Really good mac and cheese,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Jojo's Bizarre Adventure: Diamonds are Unbreakable,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,PRA,python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-10-10,Thursday,41,October,Sunny,63,48,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,7,0,65,Good,Good,FALSE,T-Shirt,Forest Green,,Fossil Butte,Fossil Butte,Green,Joggers,Moss Green,,American Eagle,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Green,Red,Boxers,Green,Black,Neon Green,,Wizard Lizard,Black,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pastel Green,,Hoodie,Greg Norman,,Green,2,,Maple Bread and Yogurt,Jalepeño Mango and Jerk Wings with Parmesan Fries,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Wing Truck,,,7,10,,Mango,Ginger,Chicken,,Struggling over here,FINALLY! I finally found good jerk chicken wings at a random food truck in Hoboken. The jerk sauce was tasted exactly like what I had in Jamaica like a decade and a half ago. I've been searching for that taste for years now and I finally found it. The other sauce was also amazing and the fries were great as well but the joy of finding the authentic jerk chicken taste can't be understated. What a thrill,,,Hulu,YouTube,,Jojo's Bizarre Adventure: Diamonds are Unbreakable,Bob Does Sports,2,FALSE,TRUE,Chilly,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,PRA,python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-10-11,Friday,41,October,Sunny,71,56,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:30,00:00,7.5,0,13,Good,Good,FALSE,T-Shirt,Kelly Green,Blue,Hoboken,,Green,Sweatpants,Green,Gray,Nike,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Green,Blue,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Yogurt and Banana,Hamburger and Fries,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Shoprite,,,6,7,,Banana,"Potato, Ginger",Beef,,Struglle,Quick meal I didnt feel like cooking today,,,Hulu,,,Jojo's Bizarre Adventure: Golden Wind,,1,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,,FALSE,FALSE,FALSE,Jiwei,,,,PRA,python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-10-12,Saturday,41,October,Partly Cloudy,76,56,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,8,1,100,Good,Good,FALSE,Polo,Lime Green,,Grand Slam,,Green,Khakis,Khaki,,Polo,,Brown,Golf Shoes,White,Green,Malbon,,White,Blue,White,Boxers,Blue,Lime Green,,Polo,,Green,Glasses,Green,TRUE,Green,,Trucker Hat,Omega Mart,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Hot Dog,Andouille Jambalaya,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Skyway,,,,7,10,,"Tomato, Banana","Potato, Peas, Ginger","Beef, Chicken",,Hot dog in between rounds of golf,And they said andouille can't be good. One of the best things I've ever made and the diced tomatoes I bought on a whim came in handy,,,,Hulu,,,Jojo's Bizarre Adventure: Golden Wind,1,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,Lyft,"Jiwei, Jed",,,,PRA,python,TRUE,TRUE,2,3,FALSE,,TRUE,2,"Beer, Beer"
2024-10-13,Sunday,42,October,Partly Cloudy,73,53,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,"New Jersey, New York",USA,08:00,00:00,8,1,100,Good,Good,FALSE,Button Up Shirt,Jungle Green,Black,Attack on Titan,,Green,Joggers,Black,,American Eagle,,Black,Sneakers,Black,Green,Adidas,,Black,Blue,,Boxers,Blue,Lime Green,Black,Polo,,Green,Glasses,Green,TRUE,Jade,,Cap,MUD,,Green,FALSE,,,,,,TRUE,Green,,Pullover,Harvard,Leverett,Green,2,,Chicken Salad,Hamburger and Fries,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Just Salad,Five Guys,,,8,8,,Banana,"Potato, Lettuce, Spinach, Carrot, Ginger","Beef, Chicken",,Great salad from a new salad place,Classic Five Guys but I didnt get cajun fries which was a huge L,,,,,,,,0,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,"Train, Bus",FALSE,FALSE,FALSE,"Jiwei, Wilson, Jed, Dan, Kevin",,,,PRA,python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
